"Id";"Descricao";"Tema_id";"Ativo"
"1062";"Alimentação de servidores em unidades de saúde pública";"10";"1"
"1063";"Alteração de carga horaria";"10";"1"
"1064";"Ambulâncias da rede SUS,SAMU";"10";"1"
"1065";"Reforma em unidades de saúde";"10";"1"
"1066";"Ampliação de  horários de funcionamento em unidades de saúde";"10";"1"
"1067";"Animais em ambientes inadequados";"10";"1"
"1068";"Animais soltos em vias públicas";"10";"0"
"1069";"Aplicação de inseticida pelo carro Fumacê";"10";"1"
"1070";"Armazenamento de cilindro de oxigênio em unidade de saúde pública";"10";"1"
"1071";"Armazenamento de lixo hospitalar";"10";"1"
"1072";"Armazenamento,distribuição de medicamentos";"10";"1"
"1073";"Assédio sexual envolvendo médico";"10";"0"
"1074";"Assistência a deficientes físicos em unidades de saúde pública do DF";"10";"1"
"1075";"Assistência ao dependente químico";"10";"1"
"1076";"Atendimento de paciente morador de outra área,abrangência";"10";"1"
"1077";"Atendimento de agente comunitário de saúde,agentes de endemias";"10";"1"
"1078";"Atendimento de equipe saúde da família";"10";"1"
"1079";"Atendimento de profissionais de saúde não médico";"10";"1"
"1080";"Atendimento de saúde a presos,detentos,internos";"10";"0"
"1081";"Atendimento em Unidade de Saúde Pública";"10";"0"
"1082";"Atendimento em urgência , emergência";"10";"1"
"1083";"Atendimento médico";"10";"1"
"1084";"Atendimento central 160";"10";"1"
"1085";"Atendimento preferencial em unidade de saúde pública";"10";"1"
"1086";"Atendimento prestado por residentes";"10";"1"
"1087";"Atendimento telefônico em unidade de saúde pública";"10";"1"
"1088";"Atraso de médico";"10";"1"
"1089";"Avaliação técnica sobre medicamentos";"10";"1"
"1090";"Cadastro nacional de estabelecimento de saúde - CNES";"10";"1"
"1091";"Campanhas de vacina";"10";"1"
"1092";"Cartão de vacina";"10";"1"
"1093";"Cartão nacional de saúde , cartão SUS";"10";"1"
"1094";"Reclamação sobre agendamento de Cirurgia";"10";"0"
"1095";"Cobertura de procedimentos pelo SUS";"10";"1"
"1096";"Combate ao foco da dengue";"10";"1"
"1097";"Condições de trabalho de profissional da saúde";"10";"1"
"1098";"Conselho de saúde";"10";"1"
"1099";"Consumo de cigarros em unidades de saúde";"10";"1"
"1100";"Criação de animais";"10";"1"
"1101";"Descumprimento de carga horária de servidor da saúde";"10";"1"
"1102";"Distribuição de preservativos";"10";"1"
"1103";"Distribuição de senhas em unidades de saúde pública";"10";"1"
"1104";"Doação de órgãos";"10";"1"
"1105";"Documentos e formulários da saúde";"10";"1"
"1106";"Empresa prestadora,terceirizada na saúde pública";"10";"1"
"1107";"Equipamento hospitalar";"10";"1"
"1108";"Erro médico";"10";"1"
"1109";"Estacionamento em unidade de saúde pública";"10";"1"
"1110";"Esterilização de material médico hospitalar";"10";"1"
"1111";"Evasão de paciente sem alta hospitalar";"10";"1"
"1112";"Extravio da guia de atendimento de emergência - GAE";"10";"1"
"1113";"Extravio de pertences de paciente na internação";"10";"1"
"1114";"Extravio de prontuário em unidades de saúde";"10";"1"
"1115";"Falta de  servidores em unidade de saúde pública";"10";"1"
"1116";"Falta de água em unidade de saúde pública";"10";"1"
"1117";"Falta de material,insumos médico - hospitalar em unidade de saúde pública";"10";"1"
"1118";"Falta de medicamento";"10";"1"
"1119";"Falta de médicos";"10";"1"
"1120";"Falta de profissional em unidade de saúde pública";"10";"1"
"1121";"Faturamento ambulatorial,sistema de informação ambulatorial - SIA";"10";"1"
"1122";"Faturamento hospitalar,sistema de informação hospitalar - SIH";"10";"1"
"1123";"Filas em unidades de saúde";"10";"1"
"1124";"Fiscalização ambulante do ramo alimentar";"10";"1"
"1125";"Fiscalização de bares, lanchonetes e restaurantes";"10";"0"
"1126";"Fiscalização de mercados e supermercados";"10";"1"
"1127";"Fiscalização de quiosque do ramo alimentar";"10";"1"
"1128";"Fiscalização vigilância sanitária";"10";"1"
"1129";"Funcionamento de aparelho de eletroencefalograma em unidade de saúde pública";"10";"1"
"1130";"Funcionamento de aparelho de Raio-X em unidade de saúde pública";"10";"1"
"1131";"Funcionamento de ecógrafo,ultrassom em unidade de saúde pública";"10";"1"
"1132";"Funcionamento de eletrocardiógrafo em unidade de saúde pública";"10";"1"
"1133";"Funcionamento de lanchonete em unidade de saúde pública";"10";"1"
"1134";"Funcionamento de programa ,projeto na saúde";"10";"1"
"1135";"Funcionamento de serviços de saúde";"10";"0"
"1136";"Funcionamento de tomógrafo em unidade de saúde pública";"10";"1"
"1137";"Funcionamento do SAMU";"10";"1"
"1138";"Furto em unidade de saúde pública";"10";"1"
"1139";"Gratificações da saúde";"10";"0"
"1140";"Horário de funcionamento unidade saúde";"10";"1"
"1141";"Horário de visita em hospital público";"10";"1"
"1142";"Infecção hospitalar";"10";"1"
"1143";"Infraestrutura em unidade de saúde pública";"10";"1"
"1144";"Internação domiciliar";"10";"1"
"1145";"Internação em Hospital Público do DF";"10";"1"
"1146";"Leito de internação em hospital público do DF";"10";"0"
"1147";"Leito em UTI,CTI";"10";"0"
"1148";"Limpeza e conservação";"14";"1"
"1149";"Locais de vacinação animal";"10";"1"
"1150";"Locais de vacinação humana";"10";"1"
"1151";"Localização de unidade de saúde pública";"10";"1"
"1152";"Lotação , remoção de servidor da saúde pública";"10";"1"
"1153";"Manipulação de medicamentos";"10";"1"
"1154";"Material , insumos médico - hospitalar em unidade de saúde pública";"10";"1"
"1155";"Maternidade de hospital público do DF";"10";"1"
"1156";"Maus tratos de animais";"10";"0"
"1157";"Medicamento SUS";"10";"1"
"1158";"Móveis em unidade de saúde pública";"10";"1"
"1159";"Órtese,prótese na saúde";"10";"1"
"1160";"Padronização de medicamento";"10";"1"
"1161";"Permanência de acompanhante em unidade de saúde pública";"10";"1"
"1162";"Pré-natal em unidade de saúde pública do DF";"10";"1"
"1163";"Programa saúde bucal , dentistas em unidades de saúde pública";"10";"1"
"1164";"Qualificação de profissional de saúde";"10";"1"
"1165";"Quimioterapia em hospital público do DF";"10";"1"
"1166";"Radioterapia em hospital público do DF";"10";"1"
"1167";"Reclamação sobre a realização de exames";"10";"1"
"1168";"Recusa de atendimento do SAMU / Corpo de Bombeiros";"10";"1"
"1169";"Relatório,parecer médico";"10";"1"
"1170";"Resultados de exames";"10";"1"
"1171";"Retirada de medicamento SUS";"10";"0"
"1172";"Rotinas,protocolos de unidade de saúde pública";"10";"1"
"1173";"Segurança , vigilância em órgão,entidade pública";"13";"1"
"1174";"Serviço de banco de leite";"10";"1"
"1175";"Serviços e controles da vigilância em saúde ";"10";"1"
"1176";"Siga Brasília - escala médica";"10";"1"
"1177";"Sistemas de informação de saúde";"10";"1"
"1178";"Teleatendimento";"10";"1"
"1179";"Tempo de espera atendimento em unidade de saúde pública";"10";"1"
"1180";"Traje usado por profissional de saúde";"10";"1"
"1181";"Transplantes";"10";"1"
"1182";"Tratamento fora do domicílio - TFD";"10";"1"
"1183";"Vacina em domicílio";"10";"1"
"1184";"Vacinas animais";"10";"1"
"1185";"Vacinas humanas";"10";"1"
"1186";"Problemas com animais sinantrópicos";"10";"1"
"1187";"Vigilância epidemiológica";"10";"1"
"1188";"Recuperação de equipamentos públicos";"7";"1"
"1189";"Elaboração de projetos de infraestrutura urbana";"7";"1"
"1190";"Execução das obras públicas na área de infraestrutura urbana";"7";"1"
"1191";"Fiscalização das obras públicas na área de infraestrutura urbana";"7";"1"
"1192";"Coleta de entulho (resto de obra) em local irregular";"14";"1"
"1193";"Coleta convencional (lixo orgânico e indiferenciados)";"14";"1"
"1194";"Coleta seletiva de resíduos recicláveis";"7";"0"
"1195";"Limpeza e lavagem de equipamentos públicos";"14";"1"
"1196";"Orientação para instalação de contêiner";"7";"0"
"1197";"Pintura de meio-fio";"14";"1"
"1198";"Instalação e manutenção de lixeiras (papeleiras)";"14";"1"
"1199";"Limpeza de paradas de ônibus";"7";"0"
"1200";"Retirada de animal de grande porte em vias públicas";"7";"1"
"1201";"Catação de recicláveis em área pública";"7";"1"
"1202";"Palestra sobre educação ambiental";"7";"0"
"1203";"Conduta de servidor da limpeza urbana";"7";"0"
"1204";"Contêiner danificado - SLU";"7";"1"
"1205";"Servidor Terceirizado do Serviço Público do DF";"13";"1"
"1206";"Campanhas educativas do Governo de Brasília";"13";"1"
"1207";"Aterro Sanitário de Brasília";"7";"1"
"1208";"Informação sobre limpeza urbana";"7";"0"
"1209";"Invasão em área pública";"7";"0"
"1210";"Grilagem em área pública";"8";"0"
"1211";"Construção irregular em área pública";"8";"1"
"1212";"Flanelinhas,guardadores de carro";"8";"0"
"1213";"Invasão de propriedade rural";"1";"1"
"1214";"Invasão de lotes em áreas de interesse social";"7";"1"
"1215";"Crime ambiental";"8";"0"
"1216";"Fiscalização de Obra";"8";"1"
"1217";"Invasão de terreno da Terracap";"7";"1"
"1218";"Cercamento de área pública";"14";"1"
"1219";"Construção irregular de obras privadas";"8";"0"
"1220";"Segurança pública";"8";"0"
"1221";"Funcionamento de unidade penal";"8";"0"
"1222";"Câmeras de monitoramento na cidade";"8";"1"
"1223";"Policiamento";"8";"0"
"1224";"Assistência à presidiários";"8";"0"
"1225";"Atendimento de saúde a presos,detentos,internos";"8";"0"
"1226";"Tráfico de drogas";"8";"0"
"1227";"Uso de droga e entorpecentes";"8";"0"
"1228";"Apologia à violência";"8";"0"
"1229";"Implantação de delegacia";"8";"0"
"1230";"Segurança pública em estacionamentos";"8";"1"
"1231";"Superlotação de unidade penal";"8";"1"
"1232";"Crimes contra a propriedade imaterial - pirataria";"8";"0"
"1233";"Localização de foragidos";"8";"0"
"1234";"Violência contra o idoso";"8";"0"
"1235";"Pesquisa de índice de criminalidade do DF";"8";"1"
"1236";"Solicitação de apoio jurídico";"8";"1"
"1237";"Escritura de imóveis (CODHAB)";"7";"1"
"1238";"Demora na regularização de escritura habitacional";"7";"0"
"1239";"Informação sobre regularização de imóvel ";"7";"1"
"1240";"Informação sobre regularização de lotes";"7";"1"
"1241";"Invasão de terreno da Terracap";"7";"0"
"1242";"Venda de imóveis por meio de licitação pública";"7";"1"
"1243";"Inclusão de imóvel disponível em licitação";"7";"1"
"1244";"Localização de imóveis disponibilizados em edital";"7";"1"
"1245";"Financiamento com consignação em folha de pagamento de imóveis";"7";"1"
"1246";"Transferência de imóveis com financiamento da Terracap";"7";"1"
"1247";"Migração do sistema de financiamento Price,SAC";"7";"1"
"1248";"Declaração de baixa de alienação fiduciária (Terracap)";"7";"1"
"1249";"Declaração de baixa de retrovenda (Terracap)";"7";"1"
"1250";"Declaração de baixa de obrigação de fazer,construir (Terracap)";"7";"1"
"1251";"Declaração de nada consta PRÓ-DF";"7";"1"
"1252";"Declaração de quitação (Terracap)";"7";"1"
"1253";"Assinatura de acordos, negociação de débitos de imóveis em atraso (Terracap)";"7";"1"
"1254";"Extrato da situação financeira de imóveis (Terracap)";"7";"1"
"1255";"Demarcação de lotes para particulares";"7";"1"
"1256";"Licenciamento ambiental dos empreendimentos da Terracap";"7";"1"
"1257";"Avaliação de imóveis para particulares";"7";"1"
"1258";"Taxa de alteração de destinação - Onalt";"7";"1"
"1259";"PRÓ-DF II - programa de apoio ao empreendimento produtivo";"7";"1"
"1260";"Regularização de imóveis,terrenos de entidades religiosas ou de assistência social";"7";"1"
"1261";"Regularização de áreas rurais";"7";"0"
"1262";"Agendamento de visitas no Zoológico";"7";"1"
"1263";"Horário e dia de funcionamento do Zoológico";"7";"1"
"1264";"Lanchonetes/Restaurantes do Zoológico";"7";"1"
"1265";"Marcação de visita monitorada no Zoológico";"7";"1"
"1266";"Doação de animais para o Zoológico";"7";"0"
"1267";"Horário de funcionamento dos setores Administrativos do Zoológico";"7";"1"
"1268";"Pesquisas no Zoológico";"7";"0"
"1269";"Valor do ingresso do Zoológico";"7";"1"
"1270";"Tratamento dado aos animais do Zoológico";"7";"1"
"1271";"Animais silvestres machucados";"7";"1"
"1272";"Limpeza nos recintos dos animais do Zoológico";"7";"1"
"1273";"Material biológico para pesquisa em animais";"7";"0"
"1274";"Recinto dos animais do Zoológico";"7";"1"
"1275";"Manutenção/limpeza geral no Zoológico";"7";"1"
"1276";"Localização de documentos perdidos em órgão,entidade pública do DF";"13";"1"
"1277";"Conservação das ruas,vias do Zoológico";"7";"1"
"1278";"Marcação de passeio noturno no Zoológico";"7";"0"
"1279";"Preservação da fauna e flora.";"7";"1"
"1280";"Trabalho voluntário em órgão,entidade pública do DF";"13";"1"
"1282";"Retirada de ponto de ônibus";"12";"0"
"1283";"Queimadas em terrenos particulares";"7";"1"
"1284";"Emissão de Carteira de Identidade";"8";"1"
"1285";"Vistoria de Segurança Contra Incêndio";"8";"1"
"1286";"Problemas no agendamento de consultas";"10";"0"
"1287";"Problemas no agendamento de cirurgias";"10";"0"
"1288";"Problemas no agendamento de exames";"10";"0"
"1289";"Agendamento de Exames";"10";"1"
"1290";"Agendamento de Cirurgias";"10";"1"
"1291";"Agendamento de Consultas";"10";"1"
"1292";"Leitos de UTI";"10";"1"
"1293";"Mudança de Categoria da CNH";"12";"1"
"1294";"Servidor Público";"13";"1"
"1295";"Falta de ônibus";"12";"1"
"1296";"Descumprimento de tabela horária dos ônibus";"12";"1"
"1297";"Site governamental";"13";"1"
"1298";"NEPOTISMO";"13";"1"
"1299";"Descumprimento de carga horária de servidor";"13";"0"
"1300";"Veículo abandonado";"14";"1"
"1301";"Falta de professor";"4";"0"
"1302";"Fraude em licitação";"13";"1"
"1303";"Permissão de Uso";"13";"1"
"1304";"Composto orgânico (venda / doação)";"7";"1"
"1305";"Queimada em Área de Proteção Permanente - APP";"7";"1"
"1306";"Greve de Servidor";"13";"0"
"1307";"Infraestrutura em órgão,entidade pública";"13";"1"
"1308";"Estágio em órgão,entidade pública";"13";"1"
"1309";"Material de expediente em órgão,entidade pública";"13";"1"
"1310";"Acúmulo irregular de cargo público";"13";"1"
"1311";"Diário Oficial do Distrito Federal - DODF";"13";"1"
"1312";"Crime praticado por servidor público no exercício da função";"13";"0"
"1313";"Abuso de autoridade cometido por servidor público";"13";"0"
"1314";"Corrupção no setor público";"13";"1"
"1315";"Execução de Obra pública";"13";"1"
"1316";"Licitação Pública";"13";"1"
"1317";"Patrimônio público";"13";"1"
"1318";"Concurso público no DF";"13";"1"
"1319";"Furtos em orgãos,entidades públicas";"13";"1"
"1320";"Escola de Governo do DF - EGOV";"13";"1"
"1321";"Servidor Público Comissionado";"13";"0"
"1322";"Cálculo de tempo de serviço para aposentadoria - Servidores do GDF";"13";"1"
"1323";"Benefício Previdenciário - Aposentadoria e Pensão - Servidores do GDF";"13";"1"
"1324";"Perícia Médica para aposentadoria - Servidores do GDF";"13";"0"
"1325";"Legislação para aposentadoria do Servidor do GDF";"13";"1"
"1326";"Pregão";"13";"0"
"1327";"Reclamação Trabalhista";"13";"0"
"1328";"Falha no Sistema de Bilhetagem Automática - SBA";"12";"0"
"1329";"Desvio de função de cargo público";"13";"1"
"1330";"Recursos Hídricos";"9";"1"
"1331";"Descumprimento da Lei de Acesso à Informação";"13";"1"
"1332";"Coleta de Entulho Simples";"7";"0"
"1333";"Centros Olímpicos";"5";"1"
"1334";"Consumo de cigarros em órgãos públicos";"13";"1"
"1335";"Carta de Serviços";"13";"1"
"1336";"Cemitério";"7";"1"
"1337";"Improbidade Administrativa";"13";"1"
"1338";"Fiscalização de consumo de cigarros em estabelecimentos comerciais (Lei Anti-fumo)";"8";"1"
"1339";"Transporte de bicicletas no BRT Expresso Sul";"12";"1"
"1340";"Terraplanagem";"7";"1"
"1341";"Cancelamento de protocolo Ouv-DF";"13";"0"
"1342";"Reembolso (taxa, tarifa ou imposto)";"6";"0"
"1343";"Bilheteria do Zoológico";"13";"1"
"1344";"Solicitação de horário , ônibus";"14";"1"
"1345";"Alteração de horário de linha de ônibus";"12";"0"
"1346";"Linha de ônibus";"14";"1"
"1347";"Mudança de itinerário de linha de ônibus";"12";"0"
"1348";"Construção de parada de ônibus em local inapropriado";"12";"0"
"1349";"Demora na confecção,agendamento da 1º via do passe estudantil";"12";"0"
"1350";"Demora na confecção,agendamento da 2º via do passe estudantil";"12";"0"
"1351";"Demora na confecção da 1º via do vale transporte";"12";"0"
"1352";"Demora na confecção da 2º via do vale transporte";"12";"0"
"1353";"Demora na confecção da 1º via do passe deficiente";"12";"0"
"1354";"Demora na confecção da 2º via do passe deficiente";"12";"0"
"1355";"Inserção de crédito no cartão vale transporte";"12";"0"
"1356";"Falta Inserção de crédito no cartão vale transporte";"12";"0"
"1357";"Inserção de crédito no cartão cidadão";"12";"0"
"1358";"Falta de inserção de crédito no cartão cidadão";"12";"0"
"1359";"cadastramento do cartão estudantil";"12";"0"
"1360";"Dificuldade no cadastramento do cartão estudantil";"12";"0"
"1361";"Cadastramento do vale transporte";"12";"0"
"1362";"Dificuldade de cadastramento do vale transporte";"12";"0"
"1363";"Não atendimento nos postos do Sistema de Bilhetagem Automática - SBA";"12";"0"
"1364";"Atendimento nos postos do BRT";"12";"1"
"1365";"Não atendimento nos postos do BRT";"12";"1"
"1366";"Atendimento na GRC-DFTRANS";"12";"1"
"1367";"Não atendimento na GRC-DFTRANS";"12";"1"
"1368";"Cobrança indevida na confecção da carteira estudantil";"12";"0"
"1369";"Falta de integração tarifária do cartão estudantil";"12";"0"
"1370";"Falta de integração tarifária cartão vale transporte";"12";"0"
"1371";"Cobrança indevida de 2º via da cartão estudantil";"12";"0"
"1372";"Cobrança indevida de 2º via do cartão vale transporte";"12";"0"
"1373";"Não Liberação do vale transporte";"12";"0"
"1374";"Problemas na recarga do vale transporte-Web Commerce";"12";"0"
"1375";"Demora na análise do cadastro do passe livre estudantil";"12";"0"
"1376";"Demora na análise da solicitação de 2º via do passe livre estudantil";"12";"0"
"1377";"Demora na análise de solicitação de reembolso de valores";"12";"0"
"1378";"Agendamento do cartão passe livre estudantil";"12";"0"
"1379";"Placa de trânsito ilegal ou em local indevido";"12";"1"
"1380";"Aposentadoria";"13";"0"
"1381";"Acesso às áreas do Zoológico";"5";"1"
"1382";"Uso dos banheiros,fraldários do Zoológico";"5";"1"
"1383";"Horário de funcionamentos de recintos do Zoológico";"5";"1"
"1384";"Colaboradores e voluntários";"13";"1"
"1385";"DEMARCAÇÃO VAGAS ESTACIONAMENTO";"14";"1"
"1386";"Conduta Irregular de Servidor Público";"13";"0"
"1387";"Passe Estudantil";"12";"0"
"1388";"Conferência Distrital do Meio Ambiente 2017";"7";"1"
"1389";"Distribuição de mapas do Zoológico";"7";"1"
"1390";"Placas de sinalização de identificação de animais";"7";"1"
"1391";"Postos SBA - Sistema de Bilhetagem Automático";"12";"1"
"1392";"Parada , Abrigo de Ônibus";"14";"1"
"1393";"Terminal de Ônibus";"12";"1"
"1394";"Cartão Funcional - Rodoviário";"12";"1"
"1395";"Invasão de Área Pública";"7";"1"
"1396";"Irregularidade em Benefícios Sociais";"13";"0"
"1397";"Quantidade de animais no Zoológico";"7";"1"
"1398";"Placa de sinalização de Parada de Ônibus";"12";"0"
"1399";"Tarifa de Ônibus";"12";"1"
"1400";"Assuntos funerários";"8";"1"
"1401";"Desvio de Verba Creche Comunitária";"3";"1"
"1402";"Discriminação contra transgênero";"8";"1"
"1403";"Discriminação contra homens";"8";"1"
"1404";"Discriminação contra LGBTTT";"8";"1"
"1405";"Comércio Irregular";"13";"1"
"1406";"Agendamento em Órgão Público";"13";"1"
"1407";"Dificuldade Locomoção - Necessidades Especiais";"12";"1"
"1408";"Agendamento na Procuradoria Geral DF";"13";"0"
"1409";"Solicitação de audiência";"13";"1"
"1410";"Emissão do CRLV - Certificado de Registro e Licenciamento de Veículo";"12";"1"
"1411";"Ciclovia ou ciclofaixa em via urbana";"12";"1"
"1412";"Invasão área Pública - Rural";"1";"0"
"1413";"Solicitação de Extrato de Cartão -DFTRANS";"12";"1"
"1414";"Fiscalização de Contrato";"13";"1"
"1415";"Estacionamento privado";"7";"1"
"1416";"Cercamento de área particular";"7";"1"
"1417";"DFnoPonto";"12";"1"
"1418";"Suposta Conduta Criminosa";"13";"1"
"1419";"Agilidade de processos";"13";"1"
"1420";"Atendimento presencial";"13";"1"
"1421";"Baixa de recolhimento de imposto";"6";"0"
"1422";"Falha na emissão de notas fiscais";"6";"0"
"1423";"Agenda Virtual do Trabalho";"3";"1"
"1424";"fiscalização da incineração de resíduos sólidos";"13";"1"
"1425";"Centros de Convivência e Fortalecimento de Vínculos";"3";"1"
"1426";"Unidade de Proteção Social 24 horas";"3";"1"
"1427";"Unidade de Acolhimento para Adultos e Famílias Areal (Albergue)";"3";"1"
"1428";"Unidade de Acolhimento para Mulheres";"3";"1"
"1429";"Unidade de Acolhimento para Idosos";"3";"0"
"1430";"Central de Acolhimento para Crianças e Adolescentes";"3";"1"
"1431";"Conselho de Assistência Social - CAS";"3";"1"
"1432";"Conselho de Direitos da Mulher";"3";"1"
"1433";"Conselho Distrital de Promoção e Defesa de Direitos Humanos";"3";"1"
"1434";"Conselho de Defesa de Direitos da Pessoa com Deficiência";"3";"1"
"1435";"Conselho de Segurança Alimentar e Nutricional - CONSEA";"3";"0"
"1436";"Conselho de Defesa dos Direitos do Negro";"3";"1"
"1437";"Conselho de Direitos do Idoso";"3";"0"
"1438";"Conselho Intersetorial de Segurança Alimentar e Nutricional - CAISAN";"3";"1"
"1439";"Conselho Distrital de Promoção dos Direitos Humanos e Cidadania Lésbicas, Gays, Bissexuais, Travestis e Transexuais";"3";"1"
"1440";"SBA - Cadastro";"12";"1"
"1441";"Avaliação de desempenho";"13";"1"
"1442";"Palestra";"13";"1"
"1443";"Lei Orgânica de Cultura - LOC";"2";"1"
"1444";"DF SOCIAL";"3";"1"
"1445";"Limpeza de bueiro / Boca de lobo";"14";"1"
"1446";"Casa da Mulher Brasileira";"8";"1"
"1447";"Atendimento/Serviço prestado pelo zoológico";"7";"1"
"1448";"Acessibilidade no Zoológico";"7";"1"
"1449";"Bebedouros no zoológico";"7";"1"
"1450";"Borboletário do Zoológico";"7";"1"
"1451";"Internet,Whifi do zoológico";"7";"1"
"1452";"Placas de sinalização e identificação dos animais do Zoológico";"7";"1"
"1453";"Placas,Mapas,Identificação dos zoológico";"7";"0"
"1454";"Meio de locomoção no interior do Zoológico";"7";"1"
"1455";"Museu do zoológico";"7";"1"
"1456";"Biblioteca do zoológico";"7";"1"
"1457";"Centro Multifuncional de Acessibilidade (CEMFA)";"7";"1"
"1458";"Servidor,Funcionário do Zoológico";"7";"1"
"1459";"Voluntários do zoológico";"7";"1"
"1460";"Visitação no zoológico";"7";"1"
"1461";"Trânsito de veículos no Zoológico";"7";"1"
"1462";"Visualização dos animais nos recintos";"7";"1"
"1463";"Aterramento";"13";"1"
"1464";"Biometria Facial";"12";"1"
"1465";"Desrespeito aos assentos preferenciais";"12";"1"
"1466";"Dados desatualizados";"12";"1"
"1467";"Cartão PLE";"12";"0"
"1468";"Instituição de Ensino (IE)";"12";"0"
"1469";"Uso Indevido";"12";"1"
"1470";"Venda Ilegal";"12";"1"
"1471";"Curso, Instituição de Ensino não encontrado";"12";"1"
"1472";"Vagas em creches públicas";"4";"1"
"1473";"Violência nas escolas";"13";"1"
"1474";"Atendimento na Central 190";"13";"1"
"1475";"Atendimento Virtual Secretaria de Estado de Fazenda";"6";"1"
"1476";"Atendimento prestado pelos demais servidores SEEC";"6";"0"
"1477";"Prova Prática / Teórica - DETRAN";"12";"1"
"1478";"Restituição de Tributos (SEEC)";"6";"0"
"1479";"Compensação de Tributos (SEEC)";"6";"0"
"1480";"Certidão Negativa de Tributos do DF";"6";"0"
"1481";"IPTU/TLP - Imunidade e Isenção";"6";"1"
"1482";"Substituição Tributária (ICMS)";"6";"1"
"1483";"Malha Fiscal";"6";"1"
"1484";"Cadastro Fiscal";"6";"0"
"1485";"Agendamento de cirurgia - INATIVO";"10";"0"
"1486";"Não Emissão de Nota Fiscal";"6";"1"
"1487";"Multa de transito";"12";"1"
"1488";"DESCUMPRIMENTO PRAZO LEGAL - PROCESSOS";"6";"1"
"1489";"Privatização de Estacionamento Público";"13";"1"
"1490";"Consumo de Cigarros em Órgãos Públicos";"10";"1"
"1491";"Equipamento de Segurança";"8";"1"
"1492";"Conduta de motorista de ônibus";"12";"0"
"1493";"Quebra de Sigilo e,ou Confidencialidade no Serviço de Ouvidoria";"13";"1"
"1494";"Quebra de Sigilo e,ou Confidencialidade no Serviço Público";"13";"1"
"1495";"Fiscalização em academias";"5";"1"
"1496";"Agenci@net";"6";"1"
"1497";"Portal de Serviços da Receita";"6";"1"
"1498";"Nota Fiscal Eletrônica - x - Outras Informações";"6";"1"
"1499";"Servidor Público";"13";"0"
"1500";"Reembolso de taxa";"12";"1"
"1501";"Inclusão de assunto no sistema de ouvidoria";"13";"1"
"1502";"Aplicativos BRB";"6";"1"
"1503";"Retirada de animal morto";"7";"0"
"1504";"Simplificação de processos";"13";"1"
"1505";"Audiência Pública – Lei de Diretrizes Orçamentárias de 2021 – LDO/2021";"13";"0"
"1506";"Material Escolar";"4";"1"
"1507";"Sugestões para o Plano Plurianual (PPA), Lei de Diretrizes Orçamentárias (LDO) e Orçamento Anual (LOA)";"13";"0"
"1508";"Lei Orçamentária Anual de 2020 - LOA/2020";"13";"0"
"1509";"Parecer em processo";"13";"1"
"1510";"Limpeza em Área Pública";"7";"0"
"1511";"Varrição de Vias e Ruas";"14";"1"
"1512";"Placa Proibido Jogar Lixo";"7";"0"
"1513";"Placa Proibido Jogar Lixo";"7";"1"
"1514";"Coleta seletiva (materiais recicláveis)";"14";"1"
"1515";"Papa-Entulho (Ponto de Entrega Voluntária – PEV)";"14";"1"
"1516";"Orientação ambiental SLU";"9";"1"
"1517";"Conteiner - Vistoria / Orientação para instalação";"14";"1"
"1518";"Cadastro (Grandes Geradores de resíduos / Transporte de resíduos da construção civil)";"9";"1"
"1519";"Limpeza de eventos";"14";"1"
"1520";"Creches Públicas";"4";"1"
"1521";"chamamento público";"13";"1"
"1522";"Registro Público de Empresas e Atividades Afins";"11";"1"
"1523";"Assédio Moral em Ambiente Escolar";"4";"1"
"1524";"Assédio Sexual em Ambiente Escolar";"4";"1"
"1525";"Recolhimento de animais mortos em locais públicos";"14";"1"
"1526";"Placas rodoviárias, de endereçamento e turismo do Distrito Federal";"14";"1"
"1527";"Estacionamento Público";"14";"1"
"1528";"Cartão Vale Transporte";"12";"0"
"1529";"Redução de tabela horária de ônibus - férias";"14";"1"
"1530";"Vistorias em áreas de risco";"8";"1"
"1531";"Redes Sociais Governamentais";"13";"1"
"1532";"Aplicativo e-GDF";"13";"1"
"1533";"Fraude em eleição para Direção de Unidade Educacional";"4";"1"
"1534";"Maus tratos de Animais Domésticos";"7";"1"
"1535";"Maus tratos de Animais Não Domésticos";"7";"1"
"1536";"Perturbação do Sossego Causado por Estabelecimento Comercial";"8";"0"
"1537";"Perturbação do Sossego";"8";"1"
"1538";"Fiscalização Coronavírus";"7";"0"
"1539";"Cartão Creche";"4";"1"
"1540";"Conselho Tutelar";"8";"1"
"1541";"Conselheiro Tutelar";"8";"1"
"1542";"CEU das Artes/Praça dos Direitos";"8";"1"
"1543";"Sistema Socioeducativo";"8";"1"
"1544";"Medida Socioeducativa";"8";"1"
"1545";"Competência de outra esfera";"13";"1"
"1546";"Atendimento de vendedores no Zoológico";"13";"1"
"1547";"Quantidade de borboletas no Zoológico";"7";"1"
"1548";"Vigilantes/Guardas/Seguranças do Zoológico";"13";"1"
"1549";"Cartão Material Escolar - CME";"4";"1"
"1550";"Processo aprovado na JUCIS-DF";"13";"1"
"1551";"Processo de registro de empresas com pendência/exigência";"13";"1"
"1552";"Restituição de DAR";"13";"1"
"1553";"Recuperação de Senha no Portal de Serviços da JUCIS-DF";"13";"1"
"1554";"Registro digital/FCN";"13";"0"
"1555";"Livros digitais";"13";"1"
"1556";"Livros Digitais comerciais";"13";"0"
